Age,BusinessTravel,Department,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,current_level,availability_projects,primary_skill,secondary_skill,primary_skill_proficiency,secondary_skill_proficiency
35,Travel_Rarely,Sales,5,Marketing,204,3,Male,3,3,Sales Executive,2,7295,1,No,3,1,80,10,3,3,10,8,2,3,Sales Strategy,CRM Tools,7,6
53,Travel_Rarely,Sales,2,Marketing,205,2,Male,3,2,Sales Representative,3,2306,2,Yes,4,4,80,13,3,1,7,7,1,4,Client Acquisition,Negotiation,7,6
45,Travel_Rarely,Research & Development,3,Life Sciences,206,2,Male,3,2,Laboratory Technician,2,2348,8,No,3,3,80,20,2,1,17,9,1,4,Laboratory Operations,Quality Control,6,5
32,Travel_Frequently,Sales,3,Marketing,207,2,Female,3,3,Sales Executive,4,8998,1,No,3,4,80,9,2,3,9,8,1,4,Sales Strategy,CRM Tools,5,4
29,Non-Travel,Research & Development,1,Technical Degree,208,4,Male,3,2,Manufacturing Director,3,4319,1,No,3,1,80,10,1,3,10,7,1,3,Operations Management,Process Optimization,6,5
51,Travel_Rarely,Research & Development,4,Medical,211,2,Male,2,2,Manufacturing Director,3,6132,2,No,3,3,80,10,2,3,1,0,1,2,Operations Management,Process Optimization,5,4
58,Travel_Rarely,Research & Development,3,Medical,214,2,Female,2,1,Research Scientist,2,3346,4,Yes,4,2,80,9,3,2,1,0,1,4,Data Analysis,Python,5,4
40,Travel_Rarely,Sales,4,Marketing,215,3,Male,2,3,Sales Executive,4,10855,7,No,3,1,80,15,2,2,12,11,2,3,Sales Strategy,CRM Tools,7,6
34,Travel_Frequently,Sales,4,Marketing,216,3,Female,3,1,Sales Representative,3,2231,6,No,3,4,80,6,3,3,4,3,1,2,Client Acquisition,Negotiation,4,3
22,Travel_Rarely,Research & Development,1,Medical,217,3,Male,3,1,Research Scientist,4,2323,1,No,4,1,80,2,6,3,2,2,0,3,Data Analysis,Python,3,2
27,Non-Travel,Research & Development,3,Medical,218,4,Male,3,1,Research Scientist,2,2024,6,No,3,4,80,6,1,1,2,2,1,3,Data Analysis,Python,4,3
28,Travel_Rarely,Research & Development,3,Medical,221,3,Male,3,1,Research Scientist,4,2713,1,No,3,3,80,5,2,1,5,2,1,3,Data Analysis,Python,4,3
57,Travel_Rarely,Research & Development,2,Life Sciences,223,3,Male,4,3,Healthcare Representative,4,9439,3,Yes,3,2,80,12,2,1,5,3,2,1,Medical Sales,Product Knowledge,6,5
27,Non-Travel,Research & Development,3,Medical,224,3,Male,2,1,Research Scientist,3,2566,1,Yes,3,4,80,1,2,2,1,1,0,1,Data Analysis,Python,2,1
50,Travel_Rarely,Research & Development,3,Life Sciences,226,3,Female,3,5,Manager,2,19926,3,No,3,2,80,21,5,3,5,4,2,1,People Management,Project Planning,6,5
41,Travel_Rarely,Research & Development,3,Life Sciences,227,1,Male,3,1,Research Scientist,3,2451,4,No,3,1,80,13,2,3,9,8,2,4,Data Analysis,Python,7,6
30,Travel_Rarely,Sales,3,Life Sciences,228,2,Female,3,3,Sales Executive,4,9419,2,No,3,3,80,12,2,3,10,9,2,3,Sales Strategy,CRM Tools,7,6
38,Travel_Rarely,Sales,4,Life Sciences,230,1,Female,2,2,Sales Executive,4,8686,4,No,4,3,80,12,2,4,8,3,1,4,Sales Strategy,CRM Tools,6,5
32,Travel_Rarely,Research & Development,5,Life Sciences,231,3,Male,3,1,Research Scientist,3,3038,3,No,4,1,80,8,2,3,5,4,1,4,Data Analysis,Python,5,4
27,Travel_Rarely,Research & Development,3,Technical Degree,233,3,Male,3,1,Research Scientist,2,3058,0,Yes,3,4,80,6,3,2,5,2,1,2,Data Analysis,Python,4,3
19,Travel_Frequently,Sales,1,Technical Degree,235,3,Female,1,1,Sales Representative,1,2325,0,No,4,1,80,1,5,4,0,0,0,2,Client Acquisition,Negotiation,3,2
36,Travel_Frequently,Research & Development,2,Medical,238,4,Male,3,1,Laboratory Technician,2,2088,4,No,3,3,80,13,3,2,8,7,2,3,Laboratory Operations,Quality Control,7,6
30,Non-Travel,Research & Development,3,Medical,239,3,Male,3,2,Laboratory Technician,1,3072,1,No,3,3,80,12,4,3,12,9,1,4,Laboratory Operations,Quality Control,6,5
45,Travel_Rarely,Sales,2,Life Sciences,240,3,Female,3,2,Sales Executive,1,5006,4,Yes,3,1,80,9,3,4,5,4,1,2,Sales Strategy,CRM Tools,4,3
56,Travel_Rarely,Research & Development,3,Life Sciences,241,3,Female,3,1,Research Scientist,1,4257,4,Yes,3,3,80,19,3,3,2,2,2,2,Data Analysis,Python,6,5
33,Travel_Rarely,Research & Development,3,Life Sciences,242,3,Male,3,1,Research Scientist,4,2500,0,No,3,1,80,4,2,4,3,1,1,3,Data Analysis,Python,3,2
19,Travel_Rarely,Research & Development,3,Life Sciences,243,2,Male,2,1,Laboratory Technician,4,1102,1,No,4,3,80,1,3,2,1,0,0,2,Laboratory Operations,Quality Control,3,2
46,Travel_Rarely,Sales,2,Marketing,244,2,Female,3,3,Sales Executive,1,10453,1,No,4,3,80,24,2,3,24,13,2,4,Sales Strategy,CRM Tools,8,7
38,Travel_Rarely,Research & Development,2,Life Sciences,245,3,Female,3,1,Laboratory Technician,4,2288,1,No,3,3,80,2,3,3,2,2,0,1,Laboratory Operations,Quality Control,2,1
31,Travel_Rarely,Research & Development,1,Medical,246,3,Female,3,1,Research Scientist,4,3929,8,Yes,4,3,80,7,0,3,4,2,1,3,Data Analysis,Python,5,4
34,Travel_Rarely,Research & Development,2,Medical,247,4,Female,3,1,Research Scientist,2,2311,2,No,3,4,80,9,3,3,3,2,1,4,Data Analysis,Python,4,3
41,Travel_Rarely,Sales,2,Marketing,248,2,Female,3,1,Sales Representative,2,3140,1,Yes,4,4,80,4,5,2,4,3,1,2,Client Acquisition,Negotiation,4,3
50,Travel_Rarely,Research & Development,3,Medical,249,3,Male,2,1,Laboratory Technician,3,3690,2,No,3,4,80,5,2,2,3,2,1,2,Laboratory Operations,Quality Control,4,3
53,Travel_Rarely,Research & Development,2,Medical,250,4,Female,4,2,Manufacturing Director,1,4450,1,No,3,3,80,5,3,3,4,2,1,1,Operations Management,Process Optimization,4,3
33,Travel_Rarely,Research & Development,3,Medical,252,4,Female,3,1,Research Scientist,2,2756,1,No,3,4,80,8,5,3,8,7,1,4,Data Analysis,Python,5,4
40,Travel_Rarely,Research & Development,1,Medical,253,4,Female,3,5,Manager,3,19033,1,No,3,2,80,21,2,3,20,8,2,1,People Management,Project Planning,7,6
55,Travel_Rarely,Research & Development,4,Medical,254,3,Male,4,5,Research Director,2,18722,8,No,3,4,80,36,3,3,24,15,2,2,Research Leadership,Strategic Planning,7,6
34,Travel_Frequently,Research & Development,1,Life Sciences,256,4,Male,2,2,Manufacturing Director,3,9547,1,No,3,3,80,10,2,2,10,9,1,3,Operations Management,Process Optimization,6,5
51,Travel_Rarely,Research & Development,3,Medical,258,4,Female,3,4,Healthcare Representative,2,13734,3,No,3,3,80,21,6,3,7,7,2,2,Medical Sales,Product Knowledge,7,6
52,Travel_Rarely,Research & Development,4,Life Sciences,259,3,Male,2,5,Manager,3,19999,0,No,3,1,80,34,5,3,33,18,2,1,People Management,Project Planning,7,6
27,Travel_Rarely,Research & Development,3,Medical,260,4,Female,3,1,Research Scientist,2,2279,1,No,3,4,80,7,2,2,7,7,1,4,Data Analysis,Python,5,4
35,Travel_Rarely,Research & Development,2,Life Sciences,261,2,Male,2,2,Manufacturing Director,3,5916,3,Yes,3,1,80,8,1,3,1,0,1,1,Operations Management,Process Optimization,4,3
43,Non-Travel,Research & Development,3,Medical,262,4,Male,4,1,Research Scientist,4,2089,4,No,3,4,80,7,3,4,5,4,1,3,Data Analysis,Python,4,3
45,Non-Travel,Research & Development,2,Medical,264,1,Male,2,4,Manager,4,16792,9,No,4,4,80,22,1,3,20,8,2,2,People Management,Project Planning,8,7
37,Travel_Rarely,Research & Development,3,Life Sciences,267,2,Male,4,1,Research Scientist,1,3564,1,Yes,3,1,80,8,3,2,8,7,1,3,Data Analysis,Python,5,4
35,Travel_Frequently,Research & Development,3,Medical,269,2,Female,3,2,Laboratory Technician,2,4425,5,No,3,4,80,10,5,3,6,2,1,3,Laboratory Operations,Quality Control,5,4
42,Non-Travel,Research & Development,2,Medical,270,3,Female,3,2,Manufacturing Director,3,5265,2,No,3,2,80,11,5,3,5,3,1,2,Operations Management,Process Optimization,5,4
38,Travel_Rarely,Research & Development,4,Life Sciences,271,4,Male,3,2,Manufacturing Director,3,6553,9,No,3,2,80,14,3,3,1,0,1,2,Operations Management,Process Optimization,5,4
38,Travel_Rarely,Research & Development,3,Technical Degree,273,4,Male,3,2,Manufacturing Director,4,6261,3,No,3,1,80,9,3,1,7,7,1,3,Operations Management,Process Optimization,5,4
27,Travel_Frequently,Research & Development,1,Technical Degree,274,3,Male,2,2,Manufacturing Director,1,4298,5,No,3,3,80,6,1,3,2,2,1,1,Operations Management,Process Optimization,4,3
49,Non-Travel,Research & Development,4,Life Sciences,275,4,Male,3,2,Manufacturing Director,4,6804,1,Yes,3,1,80,7,0,3,7,7,1,1,Operations Management,Process Optimization,5,4
34,Travel_Frequently,Research & Development,4,Medical,277,4,Male,3,1,Research Scientist,3,3815,1,Yes,3,4,80,5,4,4,5,3,1,2,Data Analysis,Python,4,3
40,Travel_Rarely,Research & Development,2,Medical,281,3,Male,3,2,Laboratory Technician,4,2741,8,Yes,3,3,80,15,2,4,7,2,1,2,Laboratory Operations,Quality Control,5,4
38,Travel_Rarely,Research & Development,1,Medical,282,2,Male,3,2,Healthcare Representative,1,6673,7,Yes,3,2,80,17,2,3,1,0,1,2,Medical Sales,Product Knowledge,5,4
29,Travel_Rarely,Sales,3,Marketing,283,2,Female,3,3,Sales Executive,4,7639,1,No,4,4,80,10,3,2,10,4,2,3,Sales Strategy,CRM Tools,7,6
22,Travel_Rarely,Research & Development,3,Life Sciences,284,4,Male,4,1,Research Scientist,2,2328,1,Yes,3,1,80,4,2,2,4,2,1,2,Data Analysis,Python,3,2
36,Travel_Frequently,Research & Development,1,Medical,286,2,Female,3,1,Laboratory Technician,4,2153,1,No,3,1,80,8,2,3,8,1,1,2,Laboratory Operations,Quality Control,4,3
40,Non-Travel,Research & Development,5,Life Sciences,287,4,Male,2,2,Healthcare Representative,4,4876,9,No,3,4,80,5,5,1,3,2,1,2,Medical Sales,Product Knowledge,4,3
46,Travel_Rarely,Research & Development,4,Medical,288,4,Male,3,3,Healthcare Representative,1,9396,7,No,3,3,80,17,3,3,4,2,2,2,Medical Sales,Product Knowledge,6,5
32,Travel_Rarely,Sales,4,Medical,291,4,Male,1,3,Sales Executive,4,10400,1,No,3,3,80,14,2,2,14,8,2,3,Sales Strategy,CRM Tools,7,6
30,Non-Travel,Research & Development,1,Life Sciences,292,3,Male,2,3,Manufacturing Director,3,8474,1,No,4,3,80,12,2,3,11,8,2,3,Operations Management,Process Optimization,8,7
27,Travel_Frequently,Sales,3,Life Sciences,293,4,Female,3,2,Sales Executive,3,9981,1,No,3,4,80,7,2,3,7,7,1,3,Sales Strategy,CRM Tools,5,4
51,Travel_Rarely,Research & Development,4,Life Sciences,296,2,Male,2,3,Research Director,2,12490,5,No,3,4,80,16,5,1,10,9,2,3,Research Leadership,Strategic Planning,7,6
30,Travel_Rarely,Research & Development,3,Technical Degree,297,4,Female,3,1,Research Scientist,1,2657,5,Yes,3,3,80,8,5,3,5,2,1,2,Data Analysis,Python,4,3
41,Travel_Rarely,Sales,3,Life Sciences,298,4,Female,3,3,Manager,4,13591,3,Yes,3,3,80,16,3,3,1,0,2,1,People Management,Project Planning,6,5
30,Travel_Frequently,Sales,4,Marketing,299,3,Female,2,2,Sales Executive,1,6696,5,No,3,3,80,9,5,2,6,3,1,3,Sales Strategy,CRM Tools,4,3
29,Travel_Rarely,Research & Development,3,Technical Degree,300,3,Male,3,1,Research Scientist,3,2058,0,No,3,4,80,7,1,2,6,2,1,3,Data Analysis,Python,4,3
45,Non-Travel,Sales,3,Medical,302,4,Female,2,3,Sales Executive,4,8865,6,No,3,4,80,23,2,3,19,7,2,3,Sales Strategy,CRM Tools,7,6
54,Travel_Rarely,Sales,3,Marketing,303,4,Female,3,2,Sales Executive,1,5940,2,No,3,4,80,16,4,3,6,2,1,3,Sales Strategy,CRM Tools,5,4
36,Travel_Rarely,Research & Development,2,Life Sciences,304,4,Male,3,2,Laboratory Technician,2,5914,8,No,3,4,80,16,3,4,13,11,1,4,Laboratory Operations,Quality Control,6,5
33,Travel_Rarely,Research & Development,4,Medical,305,3,Female,2,1,Research Scientist,2,2622,6,No,4,4,80,7,3,3,3,2,1,4,Data Analysis,Python,5,4
37,Travel_Frequently,Research & Development,3,Other,306,2,Male,3,3,Research Director,4,12185,1,Yes,3,3,80,10,1,3,10,8,2,2,Research Leadership,Strategic Planning,7,6
38,Travel_Rarely,Sales,3,Life Sciences,307,1,Male,3,3,Sales Executive,3,10609,0,No,3,3,80,17,6,2,16,10,2,3,Sales Strategy,CRM Tools,7,6
31,Non-Travel,Research & Development,4,Medical,308,3,Male,1,2,Manufacturing Director,3,4345,0,No,3,4,80,6,2,3,5,4,1,1,Operations Management,Process Optimization,4,3
59,Travel_Rarely,Research & Development,3,Life Sciences,309,3,Male,2,1,Research Scientist,4,2177,3,No,3,1,80,7,6,3,1,0,1,3,Data Analysis,Python,4,3
37,Travel_Frequently,Sales,4,Marketing,311,1,Male,3,1,Sales Representative,4,2793,4,No,3,3,80,13,2,3,9,8,2,3,Client Acquisition,Negotiation,7,6
29,Travel_Frequently,Sales,1,Medical,312,2,Female,3,3,Sales Executive,4,7918,1,No,3,4,80,11,5,3,11,10,2,3,Sales Strategy,CRM Tools,7,6
35,Travel_Frequently,Sales,3,Marketing,314,3,Female,3,3,Sales Executive,3,8789,1,No,3,1,80,10,3,4,10,7,2,3,Sales Strategy,CRM Tools,7,6
29,Travel_Rarely,Research & Development,1,Medical,315,3,Male,2,1,Research Scientist,4,2389,1,Yes,3,3,80,4,3,2,4,3,1,2,Data Analysis,Python,3,2
52,Travel_Rarely,Research & Development,3,Life Sciences,316,3,Female,2,1,Laboratory Technician,4,3212,7,No,3,2,80,6,3,2,2,2,1,2,Laboratory Operations,Quality Control,4,3
42,Travel_Rarely,Research & Development,2,Technical Degree,319,3,Male,3,5,Manager,4,19232,1,No,3,4,80,22,3,3,22,17,2,1,People Management,Project Planning,7,6
59,Travel_Rarely,Human Resources,2,Medical,321,2,Male,3,1,Human Resources,3,2267,8,No,3,4,80,7,2,2,2,2,1,2,Talent Management,Employee Engagement,4,3
50,Travel_Rarely,Sales,4,Medical,323,4,Female,3,5,Manager,4,19517,3,No,3,3,80,32,3,2,7,0,2,1,People Management,Project Planning,6,5
33,Travel_Rarely,Research & Development,3,Medical,325,3,Male,3,1,Laboratory Technician,4,2436,5,Yes,3,3,80,8,2,1,5,4,1,1,Laboratory Operations,Quality Control,4,3
43,Travel_Rarely,Sales,3,Marketing,327,4,Female,3,4,Manager,4,16064,5,Yes,4,3,80,22,3,3,17,13,2,1,People Management,Project Planning,8,7
33,Travel_Rarely,Research & Development,2,Life Sciences,328,1,Female,3,1,Laboratory Technician,1,2707,7,No,4,1,80,13,3,4,9,7,2,4,Laboratory Operations,Quality Control,8,7
52,Non-Travel,Sales,4,Life Sciences,329,1,Male,2,5,Manager,3,19068,1,Yes,3,4,80,33,2,4,33,7,2,1,People Management,Project Planning,7,6
32,Travel_Rarely,Sales,2,Life Sciences,330,3,Female,3,1,Sales Representative,2,3931,2,No,3,1,80,6,5,3,4,3,1,2,Client Acquisition,Negotiation,4,3
32,Travel_Rarely,Research & Development,3,Life Sciences,331,4,Male,2,1,Laboratory Technician,3,3730,0,Yes,3,4,80,4,2,1,3,2,1,1,Laboratory Operations,Quality Control,3,2
39,Travel_Rarely,Research & Development,4,Medical,332,3,Female,3,1,Laboratory Technician,3,2232,7,No,3,3,80,7,1,3,3,2,1,2,Laboratory Operations,Quality Control,4,3
32,Non-Travel,Sales,4,Marketing,333,3,Male,3,2,Sales Executive,4,4465,0,No,3,1,80,4,2,3,3,2,1,2,Sales Strategy,CRM Tools,3,2
41,Travel_Rarely,Research & Development,2,Life Sciences,334,3,Male,3,2,Research Scientist,1,3072,2,No,3,1,80,17,2,2,1,0,1,4,Data Analysis,Python,5,4
40,Travel_Rarely,Research & Development,2,Technical Degree,335,1,Male,3,2,Research Scientist,4,3319,1,No,3,1,80,9,3,3,9,8,1,4,Data Analysis,Python,5,4
45,Travel_Rarely,Research & Development,3,Other,336,3,Male,4,5,Manager,4,19202,0,No,3,3,80,25,2,3,24,0,2,1,People Management,Project Planning,6,5
31,Travel_Frequently,Research & Development,4,Medical,337,2,Male,3,3,Research Director,3,13675,9,No,3,1,80,9,3,3,2,2,1,3,Research Leadership,Strategic Planning,4,3
33,Travel_Rarely,Research & Development,4,Life Sciences,338,3,Female,2,1,Research Scientist,4,2911,1,No,3,3,80,2,2,2,2,2,0,2,Data Analysis,Python,2,1
34,Travel_Rarely,Research & Development,4,Life Sciences,339,4,Male,2,2,Manufacturing Director,1,5957,6,No,3,2,80,13,3,3,11,9,1,3,Operations Management,Process Optimization,6,5
37,Travel_Rarely,Research & Development,2,Medical,340,3,Female,2,1,Research Scientist,1,3920,2,No,3,1,80,17,2,2,3,1,2,3,Data Analysis,Python,6,5
45,Travel_Frequently,Research & Development,4,Life Sciences,341,1,Male,4,2,Manufacturing Director,3,6434,4,No,3,4,80,9,1,3,3,2,1,2,Operations Management,Process Optimization,4,3
37,Travel_Frequently,Research & Development,3,Medical,342,1,Male,3,3,Manufacturing Director,3,10048,6,No,3,2,80,17,5,3,1,0,2,1,Operations Management,Process Optimization,6,5
39,Travel_Frequently,Research & Development,4,Technical Degree,343,3,Female,3,3,Healthcare Representative,3,10938,0,No,4,4,80,20,1,3,19,6,2,4,Medical Sales,Product Knowledge,8,7
29,Travel_Rarely,Research & Development,3,Life Sciences,346,3,Male,3,1,Research Scientist,4,2340,1,No,3,1,80,6,1,3,6,5,1,4,Data Analysis,Python,5,4
42,Travel_Rarely,Research & Development,2,Life Sciences,347,4,Female,4,2,Research Scientist,1,6545,3,Yes,3,3,80,10,1,3,3,2,1,3,Data Analysis,Python,5,4
29,Travel_Rarely,Sales,2,Marketing,349,4,Male,3,2,Sales Executive,4,6931,2,No,3,4,80,10,2,3,3,2,1,3,Sales Strategy,CRM Tools,5,4
25,Travel_Rarely,Research & Development,3,Life Sciences,350,1,Female,3,2,Manufacturing Director,3,4898,0,No,3,4,80,5,3,3,4,2,1,1,Operations Management,Process Optimization,4,3
42,Travel_Rarely,Research & Development,3,Medical,351,4,Female,2,1,Laboratory Technician,1,2593,0,Yes,3,3,80,10,4,3,9,6,2,2,Laboratory Operations,Quality Control,7,6
40,Travel_Rarely,Research & Development,2,Medical,352,1,Male,3,5,Research Director,3,19436,0,No,3,4,80,22,5,3,21,7,2,2,Research Leadership,Strategic Planning,7,6
51,Travel_Rarely,Research & Development,3,Life Sciences,353,3,Male,3,1,Research Scientist,4,2723,1,No,3,2,80,1,0,2,1,0,0,2,Data Analysis,Python,2,1
31,Travel_Frequently,Research & Development,2,Medical,355,3,Male,2,1,Laboratory Technician,2,3479,0,No,3,2,80,6,2,4,5,4,1,2,Laboratory Operations,Quality Control,4,3
32,Travel_Frequently,Research & Development,3,Life Sciences,359,2,Male,4,1,Laboratory Technician,2,2794,1,No,4,3,80,5,3,1,5,1,1,3,Laboratory Operations,Quality Control,5,4
38,Non-Travel,Sales,2,Life Sciences,361,4,Male,2,2,Sales Executive,4,5249,3,No,3,4,80,13,0,3,8,7,1,4,Sales Strategy,CRM Tools,6,5
32,Travel_Rarely,Research & Development,1,Technical Degree,362,4,Male,2,2,Laboratory Technician,1,2176,4,No,3,4,80,9,5,3,6,2,1,3,Laboratory Operations,Quality Control,4,3
46,Travel_Rarely,Sales,3,Technical Degree,363,3,Female,1,4,Manager,2,16872,3,Yes,3,2,80,28,2,2,7,7,2,1,People Management,Project Planning,7,6
28,Travel_Rarely,Research & Development,4,Life Sciences,364,1,Male,3,1,Laboratory Technician,3,3485,2,No,3,3,80,5,5,1,0,0,1,2,Laboratory Operations,Quality Control,4,3
29,Travel_Rarely,Sales,3,Medical,366,1,Male,2,2,Sales Executive,2,6644,2,No,3,2,80,10,2,3,0,0,1,3,Sales Strategy,CRM Tools,5,4
31,Travel_Rarely,Research & Development,3,Medical,367,2,Male,2,2,Healthcare Representative,4,5582,0,No,4,2,80,10,2,3,9,0,1,4,Medical Sales,Product Knowledge,6,5
25,Non-Travel,Research & Development,2,Life Sciences,369,2,Male,4,2,Healthcare Representative,1,4000,1,No,3,4,80,6,2,3,6,3,1,2,Medical Sales,Product Knowledge,4,3
45,Travel_Rarely,Research & Development,2,Medical,372,3,Male,3,4,Healthcare Representative,4,13496,0,Yes,3,2,80,21,2,3,20,7,2,1,Medical Sales,Product Knowledge,7,6
36,Travel_Rarely,Research & Development,3,Life Sciences,373,4,Male,3,1,Laboratory Technician,4,3210,0,No,3,3,80,16,4,3,15,13,2,3,Laboratory Operations,Quality Control,7,6
55,Travel_Rarely,Research & Development,3,Medical,374,4,Male,3,5,Manager,1,19045,0,Yes,3,3,80,37,2,3,36,10,2,1,People Management,Project Planning,7,6
47,Non-Travel,Research & Development,4,Life Sciences,376,1,Male,3,3,Manager,2,11849,1,Yes,3,4,80,10,2,2,10,7,2,1,People Management,Project Planning,7,6
28,Travel_Rarely,Research & Development,3,Medical,377,4,Male,3,1,Research Scientist,4,2070,1,No,4,4,80,5,3,2,5,2,1,4,Data Analysis,Python,5,4
37,Travel_Rarely,Sales,4,Medical,378,3,Male,3,2,Sales Executive,4,6502,4,No,3,2,80,7,5,4,5,4,1,2,Sales Strategy,CRM Tools,4,3
21,Travel_Rarely,Research & Development,2,Medical,379,4,Male,2,1,Research Scientist,3,3230,1,No,3,1,80,3,4,4,3,2,0,2,Data Analysis,Python,2,1
37,Non-Travel,Research & Development,4,Medical,380,1,Female,3,3,Research Director,4,13603,2,Yes,3,1,80,15,2,3,5,2,2,1,Research Leadership,Strategic Planning,6,5
35,Travel_Rarely,Research & Development,3,Life Sciences,381,2,Female,4,3,Manager,2,11996,7,No,3,2,80,10,6,2,7,7,2,2,People Management,Project Planning,7,6
38,Travel_Rarely,Sales,2,Medical,382,1,Female,4,2,Sales Executive,1,5605,1,Yes,4,3,80,8,3,3,8,0,1,2,Sales Strategy,CRM Tools,5,4
26,Travel_Frequently,Research & Development,3,Life Sciences,384,3,Female,3,2,Manufacturing Director,2,6397,1,No,4,1,80,6,6,1,6,5,1,3,Operations Management,Process Optimization,6,5
50,Travel_Rarely,Research & Development,1,Life Sciences,385,1,Male,3,5,Research Director,2,19144,3,No,3,1,80,28,4,2,10,4,2,1,Research Leadership,Strategic Planning,6,5
53,Travel_Rarely,Research & Development,4,Medical,386,3,Male,3,4,Research Director,3,17584,3,Yes,3,4,80,21,5,2,5,3,2,1,Research Leadership,Strategic Planning,6,5
42,Travel_Rarely,Sales,1,Life Sciences,387,2,Male,3,2,Sales Executive,3,4907,1,No,4,3,80,20,3,3,20,16,1,4,Sales Strategy,CRM Tools,7,6
29,Travel_Frequently,Sales,2,Life Sciences,388,2,Male,3,2,Sales Executive,4,4554,1,No,3,1,80,10,3,2,10,7,1,4,Sales Strategy,CRM Tools,6,5
55,Travel_Rarely,Research & Development,2,Technical Degree,389,2,Male,3,2,Laboratory Technician,4,5415,3,Yes,3,4,80,12,4,3,10,7,1,3,Laboratory Operations,Quality Control,6,5
26,Travel_Frequently,Research & Development,2,Medical,390,1,Male,3,2,Healthcare Representative,1,4741,1,Yes,3,3,80,5,3,3,5,3,1,1,Medical Sales,Product Knowledge,4,3
37,Travel_Rarely,Research & Development,3,Life Sciences,391,4,Female,3,1,Research Scientist,4,2115,1,No,3,2,80,17,3,3,17,12,2,4,Data Analysis,Python,7,6
44,Travel_Frequently,Research & Development,3,Life Sciences,392,4,Male,3,1,Laboratory Technician,3,3161,3,Yes,4,4,80,19,0,1,1,0,2,2,Laboratory Operations,Quality Control,7,6
38,Travel_Rarely,Research & Development,4,Life Sciences,393,4,Male,3,2,Healthcare Representative,4,5745,9,No,3,2,80,10,2,3,2,2,1,3,Medical Sales,Product Knowledge,5,4
26,Travel_Rarely,Research & Development,4,Medical,394,1,Male,3,1,Laboratory Technician,2,2373,2,Yes,3,4,80,5,2,3,3,2,1,1,Laboratory Operations,Quality Control,4,3
28,Travel_Rarely,Research & Development,2,Life Sciences,395,4,Female,3,1,Research Scientist,4,3310,1,No,4,4,80,5,3,3,5,3,1,4,Data Analysis,Python,5,4
49,Travel_Frequently,Research & Development,4,Life Sciences,396,3,Female,3,5,Research Director,1,18665,9,Yes,3,4,80,22,4,3,3,2,2,1,Research Leadership,Strategic Planning,6,5
